chapter,sentence
jeff105.pdf,"You will see enough gar dens to last you a lifetime!” “I have been reading as much as I could about tea,” Rajvir said."
jeff105.pdf,"“No one really knows who discovered tea but there are many legends.” “What legends?” “Well, ther e’s the one about the Chinese emper or who always boiled water before drinking it."
jeff105.pdf,One day a few leaves of the twigs burning under the pot fell into the water giving it a delicious flavour .
jeff105.pdf,It is said they were tea leaves.” “Tell me another!” scoffed Pranjol.
jeff105.pdf,“We have an Indian legend too.
jeff105.pdf,"Bodhidhar ma, an ancient Buddhist ascetic, cut off his eyelids because he felt sleepy during meditations."
jeff105.pdf,Ten tea plants grew out of the eyelids.
jeff105.pdf,The leaves of these plants when put in hot water and drunk banished sleep.
jeff105.pdf,"“Tea was first drunk in China,” Rajvir added, “as far back as 2700 B.C.!"
jeff105.pdf,"In fact words such as tea, ‘chai’ and ‘chini’ are from Chinese."
jeff105.pdf,Tea came to Europe only in the sixteenth century and was drunk more as medicine than as beverage.” The train clattered into Mariani junction.
jeff105.pdf,The boys collected their luggage and pushed their way to the crowded platform.
jeff105.pdf,Pranjol’s parents were waiting for them.
jeff105.pdf,"Soon they were driving towards Dhekiabari, the tea-gar den managed by Pranjol’s father ."
jeff105.pdf,An hour later the car veered sharply off the main road.
jeff105.pdf,They crossed a cattle-bridge and entered Dhekiabari Tea Estate.
jeff105.pdf,"On both sides of the gravel-road were acre upon acre of tea bushes, all neatly pruned to the same height."
jeff105.pdf,"Groups of tea-pluckers, with bamboo baskets on their backs, wearing plastic aprons, were plucking the newly sprouted leaves."
jeff105.pdf,"Reprint 2024-25 First Flight 74 I.1.Look at these wor ds: upkeep, downpour , under go, dr opout, walk-in."
jeff105.pdf,"They are built up fr om a verb ( keep, pour , go, drop, walk ) and an adverb or a particle ( up, down, under , out, in )."
jeff105.pdf,Use these words appropriately in the sentences below.
jeff105.pdf,You may consult a dictionary.
jeff105.pdf,(i)A heavy has been forecast due to low pressure in the Bay of Bengal.
jeff105.pdf,(ii)Rakesh will major surgery tomorrow morning.
jeff105.pdf,(iii)My brother is responsible for the of our family property.
jeff105.pdf,(iv)The rate for this accountancy course is very high.
jeff105.pdf,(v)She went to the Enterprise Company to attend a interview.
jeff105.pdf,2.Now fill in the blanks in the sentences given below by combining the verb given in brackets with one of the words from the box as appropriate.
jeff105.pdf,over by through out up down (i)The Army attempted unsuccessfully to the Government.
jeff105.pdf,(throw) (ii)Scientists are on the brink of a major in cancer research.
jeff105.pdf,(break) (iii)The State Government plans to build a for Bhubaneswar to speed up traffic on the main highway.
jeff105.pdf,(pass) (iv)Gautama’s on life changed when he realised that the world is full of sorrow.
jeff105.pdf,(look) (v)Rakesh seemed unusually after the game.
jeff105.pdf,"(cast)Pranjol’s father slowed down to allow a tractor , pulling a trailer -load of tea leaves, to pass."
jeff105.pdf,"“This is the second-flush or sprouting period, isn’t it, Mr Barua?” Rajvir asked."
jeff105.pdf,"“It lasts from May to July and yields the best tea.” “You seem to have done your homework befor e coming,” Pranjol’s father said in surprise."
jeff105.pdf,"“Yes, Mr Barua,” Rajvir admitted."
jeff105.pdf,“But I hope to learn much more while I’m here.” Reprint 2024-25 Glimpses of India 75II.Notice how these - ing and - ed adjectives are used.
jeff105.pdf,(a)Chess is an interesting game.
jeff105.pdf,I am very interested in chess.
jeff105.pdf,(b)Going trekking in the Himalayas We are very excited about the this summer is an exciting idea.
jeff105.pdf,trek.
jeff105.pdf,(c)Are all your school books this He was bored as he had no boring ?
jeff105.pdf,friends there.
jeff105.pdf,"The - ing adjectives show the qualities that chess, trekking, or these books have: they cause interest, excitement, or boredom in you."
jeff105.pdf,"The — ed/—en adjectives show your mental state, or your physical state: how you feel in response to ideas, events or things."
jeff105.pdf,1.Think of suitable -ing or -ed adjectives to answer the following questions.
jeff105.pdf,You may also use words from those given above.
jeff105.pdf,How would you describe (i)a good detective serial on television?
jeff105.pdf,(ii)a debate on your favourite topic ‘Homework Should Be Banned’?
jeff105.pdf,(iii)how you feel when you stay indoors due to incessant rain?
jeff105.pdf,(iv)how you feel when you open a present?
jeff105.pdf,(v)how you feel when you watch your favourite programme on television?
jeff105.pdf,(vi)the look on your mother’s face as you waited in a queue?
jeff105.pdf,(vii) how you feel when tracking a tiger in a tiger reserve forest?
jeff105.pdf,"(viii) the story you have recently read, or a film you have seen?"
jeff105.pdf,"2.Now use the adjectives in the exercise above, as appropriate, to write a paragraph about Coorg."
jeff105.pdf,1.Read the following passage about tea.
jeff105.pdf,India and tea are so intertwined together that life without the brew is unimaginable.
jeff105.pdf,Tea entered our life only in the mid-nineteenth century when the British started plantations in Assam and Darjeeling!
jeff105.pdf,"In the beginning though, Indians shunned the drink as they thought it was a poison that led to umpteen diseases."
jeff105.pdf,"Ironically, tea colonised Britain where it became a part of their social diary and also led to the establishment of numerous tea houses."
jeff105.pdf,"Reprint 2024-25 First Flight 76 WHAT WE HAVE DONE Given a picture of three different regions of India, giving an idea of how varied and charming and beautiful our country is."
jeff105.pdf,"WHAT YOU CAN DO Get your students to arrange an exhibition of photographs of different places in India — good sources are travel articles in Sunday newspapers, or in travel magazines, or in brochures available at travel agents."
jeff105.pdf,"Ask students to bring in two or three pictures each, accompanied by a short, neatly hand-written write-up on the place shown in the pictures."
jeff105.pdf,Arrange them on your classroom walls.
jeff105.pdf,Let the students study them.
jeff105.pdf,"They can then discuss, and later vote on the place they would most like to see.Today, scientific research across the world has attempted to establish the beneficial qualities of tea — a fact the Japanese and the Chinese knew anyway from ancient times, attributing to it numerous medicinal properties."
jeff105.pdf,"[Source : ‘History: Tea Anytime’ by Ranjit Biswas from Literary Review, The Hindu , 1 October 2006] Collect information about tea, e.g."
jeff105.pdf,"its evolution as a drink, its beneficial qualities."
jeff105.pdf,Y ou can consult an encyclopedia or visit Inter net websites.
jeff105.pdf,"Then form groups of five and play the following roles: Imagine a meeting of a tea planter , a sales agent, a tea lover (consumer), a physician and a tea-shop owner ."
jeff105.pdf,Each person in the gr oup has to put forwar d his/her views about tea.
jeff105.pdf,Y ou may use the following wor ds and phrases.
jeff105.pdf,•I feel ... •It is important to know ... •I disagree with you ... •I think that tea ... •I would like you to know ... •I agree with ... •It is my feeling ... •I suggest ... •May I know why you ... •I am afraid ... 2.You ar e the sales executive of a famous tea company and you have been asked to draft an advertisement for the product.
jeff105.pdf,Draft the advertisement using the infor mation you collected for the r ole play.
jeff105.pdf,Y ou can draw pictur es or add photographs and make your advertisement colourful.
jeff105.pdf,Reprint 2024-25 The Trees Can there be a forest without trees?
jeff105.pdf,"Where are the trees in this poem, and where do they go?"
jeff105.pdf,"The trees inside are moving out into the forest, the forest that was empty all these days where no bird could sit no insect hide no sun bury its feet in shadow the forest that was empty all these nights will be full of trees by morning."
jeff105.pdf,All night the roots work to disengage themselves from the cracks in the veranda floor .
jeff105.pdf,"The leaves strain toward the glass small twigs stiff with exertion long-cramped boughs shuffling under the roof like newly discharged patients half-dazed, moving to the clinic doors."
jeff105.pdf,"I sit inside, doors open to the veranda writing long letters in which I scarcely mention the departure of the forest from the house."
jeff105.pdf,"The night is fresh, the whole moon shines in a sky still open the smell of leaves and lichen still reaches like a voice into the rooms."
jeff105.pdf,Reprint 2024-25 First Flight 78My head is full of whispers which tomorrow will be silent.
jeff105.pdf,Listen.
jeff105.pdf,The glass is breaking.
jeff105.pdf,The trees are stumbling forward into the night.
jeff105.pdf,Winds rush to meet them.
jeff105.pdf,"The moon is br oken like a mirr or, its pieces flash now in the crown of the tallest oak."
jeff105.pdf,"ADRIENNE RICH Adrienne Rich was born in Baltimore, Maryland, U .S.A."
jeff105.pdf,in 1929.
jeff105.pdf,"She is the author of nearly twenty volumes of poetry , and has been called a feminist and a radical poet."
jeff105.pdf,to disengage themselves : to separate themselves strain : make efforts to move bough : branch shuffling : moving repeatedly from one position to another lichen : crusty patches or bushy growth on tree trunks/bare ground formed by association of fungus and alga.
jeff105.pdf,1.
jeff105.pdf,"(i)Find, in the first stanza, three things that cannot happen in a treeless forest."
jeff105.pdf,(ii)What picture do these words create in your mind: “… sun bury its feet in shadow…”?
jeff105.pdf,What could the poet mean by the sun’s ‘feet’?
jeff105.pdf,2.
jeff105.pdf,(i)Where are the trees in the poem?
jeff105.pdf,"What do their roots, their leaves, and their twigs do?"
jeff105.pdf,(ii)What does the poet compare their branches to?
jeff105.pdf,3.
jeff105.pdf,"(i)How does the poet describe the moon: (a) at the beginning of the third stanza, and (b) at its end?"
jeff105.pdf,What causes this change?
jeff105.pdf,(ii)What happens to the house when the trees move out of it?
jeff105.pdf,(iii)Why do you think the poet does not mention “the departure of the forest from the house” in her letters?
jeff105.pdf,(Could it be that we are often silent about important happenings that are so unexpected that they embarrass us?
jeff105.pdf,Think about this again when you answer the next set of questions.)
jeff105.pdf,"Reprint 2024-25 The Trees 794.Now that you have read the poem in detail, we can begin to ask what the poem might mean."
jeff105.pdf,Here are two suggestions.
jeff105.pdf,Can you think of others?
jeff105.pdf,(i)Does the poem present a conflict between man and nature?
jeff105.pdf,Compare it with A Tiger in the Zoo.
jeff105.pdf,"Is the poet suggesting that plants and tr ees, used for ‘interior decoration’ in cities while forests are cut down, are ‘imprisoned’, and need to ‘break out’?"
jeff105.pdf,"(ii)On the other hand, Adrienne Rich has been known to use trees as a metaphor for human beings; this is a recurrent image in her poetry."
jeff105.pdf,What new meanings emerge from the poem if you take its trees to be symbolic of this particular meaning?
jeff105.pdf,"5.You may r ead the poem ‘On Killing a T ree’ by Gieve Patel ( Beehive – T extbook in English for Class IX, NCER T)."
jeff105.pdf,Compar e and contrast it with the poem you have just read.
jeff105.pdf,"Homophones Can you find the words below that are spelt similarly , and sometimes even pronounced similarly , but have very different meanings?"
jeff105.pdf,Check their pronunciation and meaning in a dictionary .
jeff105.pdf,•The dump was so full that it had to refuse more refuse.
jeff105.pdf,"•When shot at, the dove dove into the bushes."
jeff105.pdf,•The insurance was invalid for the invalid.
jeff105.pdf,Reprint 2024-25
jeff106.pdf,"BEFORE YOU READ Gavin Maxwell lives in a cottage in Camusfear na, in the W est Highlands in Scotland."
jeff106.pdf,"When his dog Jonnie died, Maxwell was too sad to think of keeping a dog again."
jeff106.pdf,"But life without a pet was lonely... Read what happened then, in Maxwell’s own words."
jeff106.pdf,Activity 1.Do you have a pet?
jeff106.pdf,"If you do, you perhaps know that a pet is a serious responsibility."
jeff106.pdf,Read in the box below what the SPCA — the Society for the Prevention of Cruelty to Animals — has to say about how to care for a pet.
jeff106.pdf,Owning a pet is a lifetime of commitment (up to ten years or more if you own a dog or a cat) involving considerable responsibility.
jeff106.pdf,"The decision to acquire one, therefore, should be made by the whole family."
jeff106.pdf,"Without full agreement by everyone, the pet could end up unwanted."
jeff106.pdf,"Puppies and kittens are so adorable, it is easy to understand why adults and children alike would be attracted to them."
jeff106.pdf,"Unfortunately their cute looks are often a disadvantage, because people purchase them without consideration and the knowledge on how to take proper care of them."
jeff106.pdf,"The basic points you should keep in mind before adopting a puppy are: •an annual dog licence in accordance with government regulations •its annual vaccination against major diseases •toilet training •regular grooming and bathing •obedience training •don’t forget you should feed your pet a balanced diet •socialisation (many dogs are kept confined in cages or tied up to stop them from dirtying the garden or from chewing on shoes — this is wrong) is very important •a daily dose of exercise, affection and play."
jeff106.pdf,Reprint 2024-25 2.Imagine someone has gifted you a pet.
jeff106.pdf,"With your partner’s help, make a list of the things you need to know about the pet in order to take good care of it."
jeff106.pdf,One has been done for you.
jeff106.pdf,(i)The food it eats.
jeff106.pdf,(ii) (iii) (iv) (v) 3.Otters are found in large numbers in the marshes (i.e.
jeff106.pdf,"wet areas near lakes, rivers or seas) near Basra, a town in Iraq."
jeff106.pdf,"Imagine you wanted to bring an otter from Iraq to London, as a pet."
jeff106.pdf,What special arrangements would you need to make for your pet otter?
jeff106.pdf,"Y ou would need to find a place with lots of water , for example."
jeff106.pdf,What other points should you think about?
jeff106.pdf,The information about Iraq and London given below may help you.
jeff106.pdf,"Iraq Iraq has mostly broad plains and marshes along the Iranian border in the south, with large flooded areas."
jeff106.pdf,"A large part of Iraq’s land area is desert, so it has cool winters and dry, hot and cloudless summers."
jeff106.pdf,The mountain areas near Iran and Turkey have cold winters.
jeff106.pdf,"There is heavy snowfall there, and when the snow melts in spring, it causes floods in central and southern Iraq.London London has a large population and is a very busy city."
jeff106.pdf,"In addition to multi- storeyed buildings, however , it has many open spaces or parks."
jeff106.pdf,It has a temperate climate (i.e.
jeff106.pdf,"it is neither very hot, nor very cold), with regular but generally light rainfall or snow throughout the year ."
jeff106.pdf,"The war mest month is July, and the coolest month is January."
jeff106.pdf,February is the driest month.
jeff106.pdf,Snow is not very common in London.Reading up on the subject beforehand is another important requirement and will guide you towards being a responsible pet owner .
jeff106.pdf,Selected pet shops and major book stores provide books on the care of various breeds/pets.
jeff106.pdf,81 Mijbil the Otter Reprint 2024-25 82First FlightI EARLY in the New Y ear of 1956 I travelled to Souther n Iraq.
jeff106.pdf,"By then it had crossed my mind that I should like to keep an otter instead of a dog, and that Camusfearna, ringed by water a stone’s throw from its door , would be an eminently suitable spot for this experiment."
jeff106.pdf,"When I casually mentioned this to a friend, he as casually replied that I had better get one in the Tigris marshes, for ther e they wer e as common as mosquitoes, and were often tamed by the Arabs."
jeff106.pdf,We wer e going to Basra to the Consulate-General to collect and answer our mail from Europe.
jeff106.pdf,At th e Consulate-General we found that my friend’s mail had arrived but that mine had not.
jeff106.pdf,"I cabled to England, and when, thr ee days later , nothing had happened, I tried to telephone."
jeff106.pdf,The call had to be booked twenty-four hours in advance.
jeff106.pdf,On the first day the line was out of order; on the second the exchange was closed for a religious holiday.
jeff106.pdf,On the third day there was another breakdown.
jeff106.pdf,"My friend left, and I arranged to meet him in a week’s time."
jeff106.pdf,"Five days later , my mail arrived."
jeff106.pdf,"I carried it to my bedroom to read, and there, squatting on the floor , wer e two Arabs; beside them lay a sack that squirmed from time to time."
jeff106.pdf,"They handed me a note fr om my friend: “Her e is your otter ...” II With the opening of that sack began a phase of my life that has not yet ended, and may, for all I know, not end before I do."
jeff106.pdf,"It is, in effect, a thraldom to otters, an otter fixation, that I have since found to be shared by most other people, who have ever owned one."
jeff106.pdf,"The creature that emerged from this sack on to the spacious tiled floor of the Consulate bedroom resembled most of all a very small, medievally- conceived, dragon."
jeff106.pdf,"From the head to the tip of thecrossed my mind (a thought) came into my mind a stone's throw a very short distance cabled sent a message by telegraph squirmed twisted about thraldom (old fashioned) being under the control of fixation a very strong attachment or feeling medievally- conceived an imagination of the Middle Ages Reprint 2024-25 83 Mijbil the Otter tail he was coated with symmetrical pointed scales of mud ar mour , between whose tips was visible a soft velvet fur like that of a chocolate-brown mole."
jeff106.pdf,"He shook himself, and I half expected a cloud of dust, but in fact it was not for another month that I managed to remove the last of the mud and see the otter, as it wer e, in his true colours."
jeff106.pdf,"Mijbil, as I called the otter , was, in fact, of a race previously unknown to science, and was at length christened by zoologists Lutrogale perspicillata maxwelli, or Maxwell’s otter ."
jeff106.pdf,"For the first twenty- four hours Mijbil was neither hostile nor friendly; he was simply aloof and indifferent, choosing to sleep on the floor as far from my bed as possible."
jeff106.pdf,"The second night Mijbil came on to my bed in the small hours and remained asleep in the crook of my knees until the servant brought tea in the morning, and during the day he began to lose his apathy and take a keen, much too keen, interest in his surroundings."
jeff106.pdf,"I made a body-belt for him and took him on a lead to the bathroom, where for half an hour he went wild with joy in the water , plunging and rolling in it, shooting up and down the length of the bathtub underwater , and making enough slosh and splash for a hippo."
jeff106.pdf,"This, I was to learn, is a characteristic of otters; every drop of water must be, so to speak, extended and spread about the place; a bowl must at once be overtur ned, or , if it will not be overturned, be sat in and sploshed in until it over flows."
jeff106.pdf,"W ater must be kept on the move and made to do things; when static it is wasted and provoking.christened named hostile unfriendly aloof and indifferent keeping a distance apathy absence of interest so to speak as it were (one could say this) provoking causing anger or some other reaction Reprint 2024-25 84First FlightTwo days later , Mijbil escaped fr om my bedr oom as I entered it, and I turned to see his tail disappearing round the bend of the corridor that led to the bathroom."
jeff106.pdf,By the time I got there he was up on the end of the bathtub and fumbling at the chromium taps with his paws.
jeff106.pdf,"I watched, amazed; in less than a minute he had turned the tap far enough to pr oduce a trickle of water , and after a moment or two achieved the full flow."
jeff106.pdf,"(He had been lucky to turn the tap the right way; on later occasions he would sometimes screw it up still tighter , chittering with irritation and disappointment at the tap’s failure to cooperate.)"
jeff106.pdf,Very soon Mij would follow me without a lead and come to me when I called his name.
jeff106.pdf,He spent most of his time in play.
jeff106.pdf,"He spent hours shuffling a rubber ball r ound the r oom like a four -footed soccer player using all four feet to dribble the ball, and he could also throw it, with a powerful flick of the neck, to a surprising height and distance."
jeff106.pdf,But the real play of an otter is when he lies on his back and juggles with small objects between his paws.
jeff106.pdf,"Marbles were Mij’s favourite toys for this pastime: he would lie on his back rolling two or more of them up and down his wide, flat belly without ever dropping one to the floor ."
jeff106.pdf,Oral Comprehension Check 1.What ‘experiment’ did Maxwell think Camusfearna would be suitable for?
jeff106.pdf,2.Why does he go to Basra?
jeff106.pdf,"How long does he wait there, and why?"
jeff106.pdf,3.How does he get the otter?
jeff106.pdf,Does he like it?
jeff106.pdf,Pick out the words that tell you this.
jeff106.pdf,4.Why was the otter named ‘Maxwell’s otter’?
jeff106.pdf,5.Tick the right answer .
jeff106.pdf,"In the beginning, the otter was •aloof and indifferent •friendly •hostile 6.What happened when Maxwell took Mijbil to the bathroom?"
jeff106.pdf,"What did it do two days after that?fumbling trying to do something in a clumsy manner flick a quick, light movement Reprint 2024-25 85 Mijbil the OtterIII The days passed peacefully at Basra, but I dreaded the prospect of transporting Mij to England, and to Camusfearna."
jeff106.pdf,"The British airline to London would not fly animals, so I booked a flight to Paris on another airline, and from there to London."
jeff106.pdf,"The airline insisted that Mij should be packed into a box not more than eighteen inches square, to be carried on the floor at my feet."
jeff106.pdf,"I had a box made, and an hour before we started, I put Mij into the box so that he would become accustomed to it, and left for a hurried meal."
jeff106.pdf,"When I returned, there was an appalling spectacle."
jeff106.pdf,"There was complete silence from the box, but from its airholes and chinks around the lid, blood had trickled and dried."
jeff106.pdf,"I whipped off the lock and tore open the lid, and Mij, exhausted and blood- spattered, whimpered and caught at my leg."
jeff106.pdf,"He had torn the lining of the box to shreds; when I removed the last of it so that there were no cutting edges left, it was just ten minutes until the time of the flight, and the airport was five miles distant."
jeff106.pdf,"I put the miserable Mij back into the box, holding down the lid with my hand."
jeff106.pdf,I sat in the back of the car with the box beside me as the driver tore through the streets of Basra like a ricochetting bullet.
jeff106.pdf,The aircraft was waiting to take off; I was rushed through to it by infuriated officials.
jeff106.pdf,"Luckily, the seat booked for me was at the extreme front."
jeff106.pdf,"I covered the floor around my feet with newspapers, rang for the air hostess, and gave her a parcel of fish (for Mij) to keep in a cool place."
jeff106.pdf,I took her into my confidence about the events of the last half hour.
jeff106.pdf,I have r etained the most profound admiration for that air hostess; she was the very queen of her kind.
jeff106.pdf,"She suggested that I might prefer to have my pet on my knee, and I could have kissed her hand in the depth of my gratitude."
jeff106.pdf,"But, not knowing otters, I was quite unprepared for what followed.ricochetting bullet a bullet which changes direction after hitting a surface infuriated very angry took her into my confidence here, shared with her my experiences or secretsan appalling spectacle a shocking scene whipped off quickly took offdreaded the prospect was in great fear of something that would happen in the future Reprint 2024-25 86First Flight Mij was out of the box in a flash."
jeff106.pdf,He disappeared at high speed down the aircraft.
jeff106.pdf,"There were squawks and shrieks, and a woman stood up on her seat screaming out, “A rat!"
jeff106.pdf,A rat!” I caught sight of Mij’s tail disappearing beneath the legs of a portly white- turbaned Indian.
jeff106.pdf,"Diving for it, I missed, but found my face covered in curry."
jeff106.pdf,"“Perhaps,” said the air hostess with the most charming smile, “it would be better if you resumed your seat, and I will find the animal and bring it to you.” I returned to my seat."
jeff106.pdf,"I was craning my neck trying to follow the hunt when suddenly I heard from my feet a distressed chitter of recognition and welcome, and Mij bounded on to my knee and began to nuzzle my face and my neck."
jeff106.pdf,Oral Comprehension Check 1.How was Mij to be transported to England?
jeff106.pdf,2.What did Mij do to the box?portly stout nuzzle to rub gently with the nosebounded on to climbed up quickly Reprint 2024-25 87 Mijbil the Otter3.Why did Maxwell put the otter back in the box?
jeff106.pdf,How do you think he felt when he did this?
jeff106.pdf,4.Why does Maxwell say the airhostess was “the very queen of her kind”?
jeff106.pdf,5.What happened when the box was opened?
jeff106.pdf,"IV After an eventful journey, Maxwell and his otter reach London, where he has a flat ."
jeff106.pdf,Mij and I remained in London for nearly a month.
jeff106.pdf,"He would play for hours with a selection of toys, ping-pong balls, marbles, rubber fruit, and a terrapin shell that I had brought back from his native marshes."
jeff106.pdf,With the ping-pong ball he invented a game of his own which could keep him engrossed for up to half an hour at a time.
jeff106.pdf,"A suitcase that I had taken to Iraq had become damaged on the journey home, so that the lid, when closed, remained at a slope fr om one end to the other ."
jeff106.pdf,Mij discovered that if he placed the ball on the high end it would run down the length of the suitcase.
jeff106.pdf,"He would dash around to the other end to ambush its arrival, hide from it, crouching, to spring up and take it by surprise, grab it and trot off with it to the high end once more."
jeff106.pdf,"Outside the house I exercised him on a lead, precisely as if he had been a dog."
jeff106.pdf,"Mij quickly developed certain compulsive habits on these walks in the London streets, like the rituals of children who on their way to and from school must place their feet squarely on the centre of each paving block; must touch every seventh upright of the iron railings, or pass to the outside of every second lamp post."
jeff106.pdf,"Opposite to my flat was a single-storied primary school, along whose frontage ran a low wall some two feet high."
jeff106.pdf,"On his way home, but never on his way out, Mij would tug me to this wall, jump on to it, and gallop the full length of its thirty yards, to the hopeless distraction both of pupils and of staff within.distraction something that takes away one’s attention from what one is doingupright (here) post or rod placed straight upterrapin shell the shell of small turtle found in North America engrossed completely interested in ambush to attack suddenly from a hidden position compulsive habits habits impossible to control Reprint 2024-25 88First FlightIt is not, I suppose, in any way strange that the average Londoner should not r ecognise an otter , but the variety of guesses as to what kind of animal this might be came as a surprise to me."
jeff106.pdf,"Otters belong to a comparatively small group of animals called Mustellines, shar ed by the badger , mongoose, weasel, stoat, mink and others."
jeff106.pdf,"I faced a continuous barrage of conjectural questions that sprayed all the Mustellines but the otter; more random guesses hit on ‘a baby seal’ and ‘a squirrel .’ ‘Is that a walrus, mister?’ reduced me to giggles, and outside a dog show I hear d ‘a hippo’."
jeff106.pdf,"A beaver , a bear cub, a leopar d — one, apparently, that had changed its spots — and a ‘br ontosaur’; Mij was anything but an otter ."
jeff106.pdf,But the question for which I awarded the highest score came from a labourer digging a hole in the street.
jeff106.pdf,"I was still far from him when he laid down his tool, put his hands on his hips, and began to stare."
jeff106.pdf,"As I drew nearer I saw his expression of surprise and affront, as though he would have me know that he was not one upon whom to play jokes."
jeff106.pdf,"I came abreast of him; he spat, glared, and then growled out, “Here, Mister — what is that supposed to be?” Oral Comprehension Check 1.What game had Mij invented?"
jeff106.pdf,2.What are ‘compulsive habits’?
jeff106.pdf,What does Maxwell say are the compulsive habits of (i)school children (ii)Mij?
jeff106.pdf,3.What group of animals do otters belong to?
jeff106.pdf,"4.What guesses did the Londoners make about what Mij was?barrage of conjectural questions a stream of questions filled with guesses 1.What things does Mij do which tell you that he is an intelligent, friendly and fun-loving animal who needs love?"
jeff106.pdf,2.What are some of the things we come to know about otters from this text?
jeff106.pdf,3.Why is Mij’s species now known to the world as Maxwell’s otter?
jeff106.pdf,"Reprint 2024-25 89 Mijbil the Otter What Mij does How Mij feels or thinks plunges, rolls in the water and makes the water splosh and splash Screws the tap in the wrong way Nuzzles Maxwell’s face and neck in the aeroplane 5.Read the story and find the sentences where Maxwell describes his pet otter."
jeff106.pdf,Then choose and arrange your sentences to illustrate those statements below that you think are true.
jeff106.pdf,"Maxwell’s description (i)makes Mij seem almost human, like a small boy."
jeff106.pdf,(ii)shows that he is often irritated with what Mij does.
jeff106.pdf,(iii)shows that he is often surprised by what Mij does.
jeff106.pdf,(iv)of Mij’s antics is comical.
jeff106.pdf,(v)shows that he observes the antics of Mij very carefully.
jeff106.pdf,(vi)shows that he thinks Mij is a very or dinary otter .
jeff106.pdf,(vii) shows that he thinks the otter is very unusual.
jeff106.pdf,"I.Describing a Repeated Action in the Past To talk about something that happened regularly in the past, but does not happen any longer , we use would or used to ."
jeff106.pdf,Both would and used to can describe repeated actions in the past.
jeff106.pdf,(a)Mij would follow me without a lead and come to me when I called his name.
jeff106.pdf,(b)He would play for hours with a selection of toys.
jeff106.pdf,(c)On his way home… Mij would tug me to this wall.
jeff106.pdf,"(d)When I was five years old, I used to follow my brother all over the place."
jeff106.pdf,(e)He used to tease me when Mother was not around.
jeff106.pdf,"To describe r epeated states or situations in the past, however , we use only used to."
jeff106.pdf,(We cannot use would for states or situations in the past.)
jeff106.pdf,"So we do4.Maxwell in the story speaks for the otter , Mij."
jeff106.pdf,He tells us what the otter feels and thinks on different occasions.
jeff106.pdf,Given below are some things the otter does.
jeff106.pdf,Complete the column on the right to say what Maxwell says about what Mij feels and thinks.
jeff106.pdf,"Reprint 2024-25 90First Flightnot use would with verbs like be, have, believe , etc."
jeff106.pdf,Look at the following sentences.
jeff106.pdf,"(a)When we were young, we used to believe there were ghosts in school."
jeff106.pdf,(Note: believe shows a state of mind.)
jeff106.pdf,"(b)Thirty years ago, more women used to be housewives than now."
jeff106.pdf,(Note: be here describes a situation.)
jeff106.pdf,"From the table below, make as many correct sentences as you can using would and/or used to, as appropriate."
jeff106.pdf,"( Hint: First decide whether the words in italics show an action, or a state or situation, in the past.)"
jeff106.pdf,Then add two or three sentences of your own to it.
jeff106.pdf,Emperor Akbar be fond of musical evenings.
jeff106.pdf,Every evening we would take long walks on the beach.
jeff106.pdf,"Fifty years ago, very few people own cars."
jeff106.pdf,"Till the 1980s, Shanghai used to have very dirty streets."
jeff106.pdf,My uncle spend his holidays by the sea.
jeff106.pdf,"II.Noun Modifiers To describe or give more information about a noun (or to modify a noun), we use adjectives or adjectival phrases."
jeff106.pdf,"Look at these examples from the text: (a)An eminently suitable spot (c)Symmetrical pointed scales (b)His wide, flat belly (d)A ricocheting bullet Nouns can also be used as modifiers: (a)The dinner party (b)A designer dress (c)The car keys We can use mor e than one noun as modifier ."
jeff106.pdf,"Proper nouns can also be used: (a)The Christmas dinner party (b)A silk designer dress (c)The Maruti car keys In the examples below, there is an adjectival phrase in front of a noun modifier: (a)The lovely Christmas party (b)A trendy silk designer dress (c)The frightfully expensive golden Maruti car keys 1.Look at these examples from the text, and say whether the modifiers (in italics) are nouns, proper nouns, or adjective plus noun."
jeff106.pdf,"(i)An otter fixation (iv)The London streets (ii)The iron railings (v)soft velvet fur (iii)The Tigris marshes (vi)A four-footed soccer player Reprint 2024-25 91 Mijbil the Otter2.Given below are some nouns, and a set of modifiers (in the box)."
jeff106.pdf,Combine the nouns and modifiers to make as many appropriate phrases as you can.
jeff106.pdf,( Hint: The nouns and modifiers are all from the texts in this book.)
jeff106.pdf,"temple girls triangle dresses person thoughts boys roar gifts scream farewell expression time subject landscape handkerchief crossing flight chatterbox profession physique coffee view celebration college rough hundred stone ordinary love uncomfortable white slang slack bare railroad termendous family marriage plump invigorating panoramic heartbreaking birthday incorrigible ridiculous loud first three III.Read this sentence: He shook himself, and I half expected a cloud of dust ."
jeff106.pdf,The author uses a cloud of dust to give a picture of a large quantity of dust.
jeff106.pdf,Phrases like this indicate a particular quantity of something that is not usually countable.
jeff106.pdf,"For example: a bit of land , a drop of blood , a pinch of salt, a piece of paper ."
jeff106.pdf,1.Match the words on the left with a word on the right.
jeff106.pdf,Some words on the left can go with more than one word on the right.
jeff106.pdf,(i)a portion of –blood (ii)a pool of –cotton (iii)flakes of –stones (iv)a huge heap of –gold (v)a gust of –fried fish (vi)little drops of –snow (vii) a piece of –water (viii) a pot of –wind 2.Use a bit of/a piece of/a bunch of/a cloud of/a lump of with the italicised nouns in the following sentences.
jeff106.pdf,The first has been done for you as an example.
