rid,origin,application,name,rating,date,review,sentiment-score,sentiment,key phrases,entities
1573,Google Play Store,Capitec Bank,Peggy Chiloane,1,23/01/2022 00:00:00,I had the app on ma previous phone buh now am trying to download the app it just stop downloading and it's the second time trying to download it,0.0184887647628784,Negative,"time,ma previous phone buh,app,",NULL
1574,Google Play Store,Capitec Bank,Johan Potgieter,1,23/01/2022 00:00:00,"Rubbish app! inconsistent service delivery! charge a customer for a service but never deliver! better off going back to Standard Bank, and thats saying alot",0.0493553578853607,Negative,"customer,Rubbish app,Standard Bank,alot,thats,inconsistent service delivery,",NULL
1576,Google Play Store,Capitec Bank,samke mvemve,2,23/01/2022 00:00:00,"Why can't you make your App simple to use,why do we need to go to the bank to activate it?All other banks do not require so much admin from their clients.Let it be user friendly",0.0754912793636322,Negative,"banks,App simple,user friendly,admin,clients,",NULL
1579,Google Play Store,Capitec Bank,The Lipsy Market,1,23/01/2022 00:00:00,I am over seas Nd my app just froze.iv been using it for months now. I updated it and now it doesn't want to open. Before updating it it was showing an error msg for 3days. What happeneds now .Plz help,0.00367841124534607,Negative,"months,Plz help,happeneds,days,error msg,seas Nd,",NULL
1615,Google Play Store,Capitec Bank,Kupiso Walter,5,22/01/2022 00:00:00,You never disappoint??,0.280806422233582,Negative,,NULL
1620,Google Play Store,Capitec Bank,Mzwanele Twele,5,22/01/2022 00:00:00,Good and safe bank i ever used,0.939514577388764,Postive,"safe bank i,",NULL
1621,Google Play Store,Capitec Bank,Jean Reyneke,5,22/01/2022 00:00:00,Cool love it,0.994752943515778,Postive,"Cool love,",NULL
1623,Google Play Store,Capitec Bank,Sanele Scratch,5,22/01/2022 00:00:00,Best app ever,0.856510996818542,Postive,"Best app,",NULL
1624,Google Play Store,Capitec Bank,Andile Ncoya,5,22/01/2022 00:00:00,It's simple to use,0.251310378313065,Negative,,NULL
1585,Google Play Store,Capitec Bank,Basheerah Malik,1,23/01/2022 00:00:00,"Unable to verify, i was hoping to use the app to prevent me from going into the bank but this app sucks.",0.0000976324081420898,Negative,"bank,app sucks,",NULL
1586,Google Play Store,Capitec Bank,Phindile Mdiniso,5,23/01/2022 00:00:00,Excellent,0.969902276992798,Postive,,NULL
1587,Google Play Store,Capitec Bank,Unathi Fumba,1,23/01/2022 00:00:00,Ts almost 3weeks ds app doesn't work I evn go to the branch still,0.0108968019485474,Negative,"branch,Ts,weeks ds app,evn,",NULL
1588,Google Play Store,Capitec Bank,Daniel Zungu,5,23/01/2022 00:00:00,Not good bcz i can't log in,0.00170797109603882,Negative,"good bcz i,",NULL
1589,Google Play Store,Capitec Bank,Kefilwe Tselapedi,5,23/01/2022 00:00:00,"I haven't experienced problems with my Capitec app. Last year I went to the bank and they reactivated it and explained the steps when you change to a new device what to do. I've been reading everyone's reviews it's a security protection. Rather visit any branch and it's better being explained by an experienced consultant. We change devices, so security measures are crucial. I know about another bank that even calls when reinstalling an app.",0.00753876566886902,Negative,"branch,steps,new device,reviews,Capitec,problems,devices,year,experienced consultant,security protection,security measures,bank,",NULL
1590,Google Play Store,Capitec Bank,Jeffrey Mabasa,3,23/01/2022 00:00:00,p pop,0.5,Postive,"p pop,",NULL
1591,Google Play Store,Capitec Bank,Jama Painters,5,23/01/2022 00:00:00,This app not respnding,0.280806422233582,Negative,"respnding,app,",NULL
1592,Google Play Store,Capitec Bank,Nontobeko Vilakazi,1,22/01/2022 00:00:00,"The App automatically stopped working, it's saying i should visit the branch to replace it. I downloaded the new one but it is not activated.",0.0448371469974518,Negative,"App,branch,",NULL
1593,Google Play Store,Capitec Bank,Linda Mlindo,1,22/01/2022 00:00:00,Why it not opening,0.280806422233582,Negative,,NULL
1594,Google Play Store,Capitec Bank,THEMBENI MATLHOANE,5,22/01/2022 00:00:00,All is good,0.950366318225861,Postive,,NULL
1595,Google Play Store,Capitec Bank,Musa Sambo,5,22/01/2022 00:00:00,"Easy to use, love it",0.989199042320251,Postive,,NULL
1596,Google Play Store,Capitec Bank,Lonwabo Makhalaza,1,22/01/2022 00:00:00,The best app ever,0.857410609722138,Postive,"best app,",NULL
1597,Google Play Store,Capitec Bank,Drew Steel,5,22/01/2022 00:00:00,It's good to use this am glad to part of Capitec account holder...thank you ??????,1,Postive,"Capitec account holder,",NULL
1598,Google Play Store,Capitec Bank,Alex,1,22/01/2022 00:00:00,"It says my password is incorrect when i try to sign in, which it is not",0.00942429900169372,Negative,"password,",NULL
1599,Google Play Store,Capitec Bank,Zolisa Kusile Zokwe,5,22/01/2022 00:00:00,Very safe and convenient for all hours and all banks.,0.977432727813721,Postive,"banks,hours,",NULL
1600,Google Play Store,Capitec Bank,Noko Mosadiotsile,5,22/01/2022 00:00:00,I need to do cellphone bAnking with my phone cos i lost the sim card help me,0.00310313701629639,Negative,"sim card,cellphone bAnking,phone cos i,",NULL
1601,Google Play Store,Capitec Bank,daniel Naidoo,1,22/01/2022 00:00:00,Capitec banking app is useless two days I'm trying and selfie won't allow me in,0.0246703624725342,Negative,"selfie,Capitec banking app,days,",NULL
1603,Google Play Store,Capitec Bank,Mlondolozi Mlondolozi,1,22/01/2022 00:00:00,Am about to experience this app,0.883271217346191,Postive,"app,",NULL
1604,Google Play Store,Capitec Bank,charles borole,5,22/01/2022 00:00:00,Very good,0.969902276992798,Postive,,NULL
1605,Google Play Store,Capitec Bank,Sibiya Blessing,5,22/01/2022 00:00:00,Super fantastic easy to use big up Capitec Bank,0.987682044506073,Postive,"Capitec Bank,",NULL
1606,Google Play Store,Capitec Bank,Lulama Mekhazni,5,22/01/2022 00:00:00,good,0.969902276992798,Postive,,NULL
1602,Google Play Store,Capitec Bank,Ethan Swartz,5,22/01/2022 00:00:00,This is a good an fast app I really like it an makes things easyer for online banking,0.954985558986664,Postive,"fast app,online banking,makes things easyer,",NULL
1613,Google Play Store,Capitec Bank,Thandi Thandile,1,22/01/2022 00:00:00,Service is very very poor it just annoying couz sumtyms it doesn't work nd that tym u really need to use the app seriously,0.00952702760696411,Negative,"Service,app,tym u,annoying couz sumtyms,nd,",NULL
1616,Google Play Store,Capitec Bank,Pamela Chauke,1,22/01/2022 00:00:00,I can't seem to dispute unauthorized debit orders. It always says we are aware of the problem. And going to the bank to dispute they charge R70. This sucks,0.000128120183944702,Negative,"sucks,R70,bank,problem,unauthorized debit orders,",NULL
1617,Google Play Store,Capitec Bank,Inga Gudla,5,22/01/2022 00:00:00,Easy way to access my money. I can't live without my Capitec App?? it's safe and secure as well,0.999998807907104,Postive,"money,Easy way,Capitec App,",NULL
1618,Google Play Store,Capitec Bank,Kevin Edwards,5,22/01/2022 00:00:00,its as they say most networks no charge that does not cover the network network but ok its qaulity,0.5,Postive,"networks,qaulity,charge,network network,",NULL
1619,Google Play Store,Capitec Bank,Ayanda Maseko,1,22/01/2022 00:00:00,I had the app on my previous phone and it worked just fine. But now I downloaded this app on my new phone and it doesn't want to open at all...,0.774922609329224,Postive,"new phone,previous phone,app,",NULL
1622,Google Play Store,Capitec Bank,Jeanette Kambule,5,22/01/2022 00:00:00,Excellent! More features to explore the financial world. Thanks to the team . Always.,0.979466676712036,Postive,"team,Thanks,financial world,features,",NULL
1630,Google Play Store,Capitec Bank,Nokwazi Biyela,1,21/01/2022 00:00:00,When i put my number and i recieve sms it still says number not verified but it is the correct number and i do recieve the verification sms,0.196500837802887,Negative,"verification sms,correct number,recieve sms,",NULL
1631,Google Play Store,Capitec Bank,Chanza Timothy,3,21/01/2022 00:00:00,I see no problem but why cant i delete 1 of the savings i added(stop oder)?,0.0181690752506256,Negative,"problem,oder,savings i,",NULL
1634,Google Play Store,Capitec Bank,Zamangidi Ngidi,1,21/01/2022 00:00:00,When i get to the sixth step where i check if my number is correct i do get an sms but the app keeps on saying my number is not correct now im supposed to go to my nearest branch,0.0339803993701935,Negative,"nearest branch,app,im,step,sms,number,correct i,",NULL
1635,Google Play Store,Capitec Bank,Bruce Whane,1,21/01/2022 00:00:00,"Rubbish app. Good luck to anyone that can get past the selfie step. An app that involves the department of Home Affairs during setup, should be a an instant red flag to anyone. I gues I won't be getting the usual ""thank you for using our App. Happy client, happy bank"" reply.",0.894753634929657,Postive,"selfie step,Good luck,Rubbish,instant red flag,department of Home Affairs,reply,setup,happy bank,Happy client,",NULL
1636,Google Play Store,Capitec Bank,Most Definitely,3,21/01/2022 00:00:00,Hasn't been a great start to using this app so far. I can't use it because it wants the cell phone number I registered at Capitec with. I've switched networks. And there's no online method to update your number. Might change my rating once I make it all the way to the bank to update my information. Or is there a way to change your cell number from home?,0.00689026713371277,Negative,"rating,networks,information,home,online method,bank,app,great start,Capitec,way,cell phone number,cell number,",NULL
1659,Google Play Store,Capitec Bank,Lukhanyo Jali,5,21/01/2022 00:00:00,Money transferR. 3000,0.883948624134064,Postive,"Money transferR,",NULL
1660,Google Play Store,Capitec Bank,Mziyanda Stofile,5,21/01/2022 00:00:00,Capitec bank app is the best,0.832026124000549,Postive,"best,Capitec bank app,",NULL
1637,Google Play Store,Capitec Bank,adrian paul,1,21/01/2022 00:00:00,"My face verification keeps saying contact home affairs to verify your app, I maybe took 30 selfies stil nothing, and I need to make urgent transactions.. ??",0.0393551886081696,Negative,"urgent transactions,selfies stil,face verification,app,contact home affairs,",NULL
1656,Google Play Store,Capitec Bank,Asanda Mndiyata,1,21/01/2022 00:00:00,I downloaded a capitec on an new device but it doesn't work at all.that's too troublesome ??,0.00000673532485961914,Negative,"new device,capitec,",NULL
1664,Google Play Store,Capitec Bank,Nkune Dzwimbane,5,20/01/2022 00:00:00,"Simple to use, and safe time. check balance,sent money, transfer, payments and many more.",0.853678584098816,Postive,"payments,balance,safe time,transfer,money,",NULL
1666,Google Play Store,Capitec Bank,Khomotso Ramaube,2,20/01/2022 00:00:00,This app is amazing but im gonna give it only two stars cause i sometimes experience some faults,0.0648367404937744,Negative,"faults,app,im gonna,stars,",NULL
1667,Google Play Store,Capitec Bank,Sandile Simamane,2,20/01/2022 00:00:00,"Had to go to the bank just to reactivate my app, they dismally failed to help me even at branch, as we speak I have a none functional app.",0.0131818950176239,Negative,"branch,app,bank,",NULL
1673,Google Play Store,Capitec Bank,Li-Anke Els,5,20/01/2022 00:00:00,So I just updated the app 5min ago and it doesn't work it keeps throwing me out?how do i downgrade?,0.00519809126853943,Negative,"downgrade,app,",NULL
1676,Google Play Store,Capitec Bank,pumza vinindwa,1,20/01/2022 00:00:00,"Very slow n i can not reverse money because of technical proble in the bank,n its not good at all??",0.000000119209289550781,Negative,"bank,technical proble,reverse money,slow n i,",NULL
1678,Google Play Store,Capitec Bank,mxolisi kunene,5,20/01/2022 00:00:00,Its a fast and easy Banking app to apload and Intalling aslong you have the account from their brenchies,0.886144518852234,Postive,"brenchies,account,Intalling aslong,easy Banking app,apload,",NULL
1684,Google Play Store,Capitec Bank,xola blom,1,20/01/2022 00:00:00,"I also do think Capitec guy know what they doing I lost my phone I'm trying to download the APP on the laptop all goes well till i get a faded Capitec app telling installed with not access to the actual app let downloading it, its not even downloading",0.00401481986045837,Negative,"phone,laptop,Capitec guy,actual app,faded Capitec app,",NULL
1686,Google Play Store,Capitec Bank,Jasper Danial,2,20/01/2022 00:00:00,"Recently I have to click confirm on my password 4 to 6 times when I update my limits which is really dumb, it doesn't confirm right away",0.00817489624023438,Negative,"password,limits,times,",NULL
1687,Google Play Store,Capitec Bank,Chrystal Ray,1,20/01/2022 00:00:00,Everytime I try to install the app it says I need to sign into my Google account Please assist me,0.0100429952144623,Negative,"Google account,app,Everytime,",NULL
1689,Google Play Store,Capitec Bank,Sibabalwe Sam,5,20/01/2022 00:00:00,It's a wonderful application I love it alot it makes everything much easier for me to my banking details,0.980790913105011,Postive,"wonderful application,banking details,",NULL
1690,Google Play Store,Capitec Bank,Matthew James,1,20/01/2022 00:00:00,Capitec Bank WAS one time for me a top bank because it needed clients. Lately because of people like you and me who supported them all these years they are because of the clients. How is to forget.I was having bad experience lately with the apps they devices and the bank. So you get one star.,0.016564816236496,Negative,"star,people,years,bad experience,time,devices,apps,clients,Capitec Bank,",NULL
1704,Google Play Store,Capitec Bank,Seblon Seby,2,19/01/2022 00:00:00,I want to depost here,0.132418274879456,Negative,,NULL
1705,Google Play Store,Capitec Bank,Jim Matsetse,2,19/01/2022 00:00:00,I want to open a new account,0.14969328045845,Negative,"new account,",NULL
1691,Google Play Store,Capitec Bank,Pholoso Olifant,1,20/01/2022 00:00:00,What's the use to install an app that won't work...still using the old pin and cell phone number but I can't log in,0.000529468059539795,Negative,"app,use,cell phone number,old pin,",NULL
1693,Google Play Store,Capitec Bank,Monica Van wyk-Martin,1,20/01/2022 00:00:00,I bought electricity this morning. Though I quoted my new cell number they sent it to an old number. How am I going to retrieve it,0.979505658149719,Postive,"morning,electricity,new cell number,old number,",NULL
1696,Google Play Store,Capitec Bank,Herman Van Der Westhuizen,1,20/01/2022 00:00:00,Struggle t add app. Lady at branch tried to change but struggle to get the sop reinstalled.,0.00481024384498596,Negative,"sop,branch,Lady,Struggle t,",NULL
1706,Google Play Store,Capitec Bank,Thabsile Seabi,1,19/01/2022 00:00:00,Been trying to sign in on my new device for the past two weeks and it won't allow me,0.0653985142707825,Negative,"weeks,new device,",NULL
1708,Google Play Store,Capitec Bank,Jason Brayton,5,19/01/2022 00:00:00,fast easy,0.893832802772522,Postive,,NULL
1709,Google Play Store,Capitec Bank,Patrys Niemand,5,19/01/2022 00:00:00,Excellent service.friendly and helpful staff,0.99042010307312,Postive,"Excellent service,helpful staff,",NULL
1710,Google Play Store,Capitec Bank,Chris Park,1,19/01/2022 00:00:00,Useless app Spent 20 minutes uploading photos etc to eventually find out phone is outdated and cannot confirm SMS,0.0339680910110474,Negative,"SMS,phone,minutes,Useless app,photos,",NULL
1711,Google Play Store,Capitec Bank,Thomas Vukeya,5,19/01/2022 00:00:00,Very good,0.969902276992798,Postive,,NULL
1712,Google Play Store,Capitec Bank,Masana Ted,5,19/01/2022 00:00:00,????,1,Postive,,NULL
1713,Google Play Store,Capitec Bank,Bongeka Mchunu,5,19/01/2022 00:00:00,Good,0.969902276992798,Postive,,NULL
1714,Google Play Store,Capitec Bank,Clayton Otto,5,19/01/2022 00:00:00,Good service,0.97207772731781,Postive,"Good service,",NULL
1715,Google Play Store,Capitec Bank,Tsemo Thulani,4,19/01/2022 00:00:00,Perfect,0.969902276992798,Postive,,NULL
1716,Google Play Store,Capitec Bank,Shawn Makaye,1,19/01/2022 00:00:00,Dit lyk of dit gan werk vir my,0.731732726097107,Postive,"Dit lyk of dit gan werk vir,",NULL
1717,Google Play Store,Capitec Bank,Thabiso Kganye,5,19/01/2022 00:00:00,Good,0.969902276992798,Postive,,NULL
1718,Google Play Store,Capitec Bank,Sibusiso Ranana,5,19/01/2022 00:00:00,It was excellent,0.950366318225861,Postive,,NULL
1719,Google Play Store,Capitec Bank,Gretna Conradie,5,19/01/2022 00:00:00,Great app,0.894477844238281,Postive,"Great app,",NULL
1720,Google Play Store,Capitec Bank,Raymond Ramoeti Mokoena,5,19/01/2022 00:00:00,Very good,0.969902276992798,Postive,,NULL
1721,Google Play Store,Capitec Bank,China Naidoo,2,19/01/2022 00:00:00,I rate 2 stars for now I want to play online lotto and Powerball but cannot please help,0.5,Postive,"stars,Powerball,online lotto,",NULL
1722,Google Play Store,Capitec Bank,lu_2_li,4,18/01/2022 00:00:00,"The app give more functionality and friendly user experience, if it's not too much to ask please add new investment widgets like EasyProperties since you have included EasyEquities.",0.941488146781921,Postive,"EasyEquities,app,new investment widgets,friendly user experience,functionality,EasyProperties,",NULL
1791,Google Play Store,Capitec Bank,smangele dlamini,1,10/12/2021 00:00:00,"I cannot login to my capitec app as it keeps on saying I should update a new app and that I will no longer be able to use the previously installed app when I finish updating the app. It gives me 2 options, which are to continue or to cancel, if I cancel I cant use the app and if I continue it keeps counting from 04:59 and when the time ends it says I should retry. I have unstalled and re installed the several times and there isn't any difference.",0.000000149011611938477,Negative,"options,difference,times,login,new app,capitec app,installed app,",NULL
1792,Google Play Store,Capitec Bank,Mukondeleli Mercia,1,10/12/2021 00:00:00,I downloaded the app but it doesn't want to activate on my phone.I have been trying over and over again for almost 2hours.Please resolve the issues on your app because I need to get the app on my phone urgently because I don't have access to it on my other phone since it is not working please!,0.00000739097595214844,Negative,"hours,access,issues,app,phone,",NULL
1793,Google Play Store,Capitec Bank,Magnus Smith,3,10/12/2021 00:00:00,"Hi why does this app have so many problems nowadays its really frustrating especially when you dont have cash on you or want to payments, please sort it out ASAP!",0.00454989075660706,Negative,"ASAP,dont,problems,app,payments,cash,",NULL
1794,Google Play Store,Capitec Bank,Natalie Daniels,1,10/12/2021 00:00:00,This app is not working on my android phone. I've been struggling since last week to open a new account. After downloading it twice and still no luck. I am very disappointed.??,0,Negative,"luck,app,android phone,new account,week,",NULL
1795,Google Play Store,Capitec Bank,S. P Hofmeester,1,09/12/2021 00:00:00,"The app is not working abroad. Been getting the same ""Currently Unavailable..."" for two weeks now. Please FIX it!",0.000293821096420288,Negative,"app,weeks,",NULL
1796,Google Play Store,Capitec Bank,Analinah Dele-Hoffmann,1,09/12/2021 00:00:00,"Can't access this app at all. Upgraded my phone and now can't get in at all, on my old device I used it for a good time and it was very reliable. Considering some of these reviews I must say for a large bank like Capitec, this app does not meet the requirements it offers. How long must one wait for it to update, been trying for 2 days now. I find this unacceptable we live in a demanding digital age where just about the whole of life is access ability available on line.. very frustrating ??",0.00000774860382080078,Negative,"days,wait,phone,requirements,reviews,old device,good time,demanding digital age,Capitec,ability available,line,life,large bank,app,",NULL
1797,Google Play Store,Capitec Bank,MG World,4,09/12/2021 00:00:00,"I've been trying to activate my app for about two weeks, it gives me 5 minutes of activation then after that 5 minutes says I must retry this is honestly exhausting and unprofessional. [Edit] I finally figured out what I did wrong. The app will not activate if your Capitec registered number is on another phone do I had to perform a sim swap then activate it again and it didn't even take 3 minutes.",0.00151857733726501,Negative,"sim,weeks,phone,Capitec registered number,app,minutes of activation,",NULL
1798,Google Play Store,Capitec Bank,Samson Thabo,3,09/12/2021 00:00:00,"Have not been using the app for some time since I lost the phone that had the first app that I had when I opened my account, managed to get time on Monday to go to my nearest branch so I can download and activate my app since this is how it was done when I first opened my account and I liked the method, I got a terrible shock when I got there and learnt that the app does not need to be activated at the branch anymore.This is a major security flaw that has impacted my trust on my money being safe",0.000317692756652832,Negative,"phone,money,terrible shock,method,major security flaw,trust,nearest branch,account,time,app,",NULL
1799,Google Play Store,Capitec Bank,Phumelela Sikhutshwa,5,09/12/2021 00:00:00,I am so happy I was able to now register my Capitec app on my own without really having to go to the branch. The service is getting better everyday.,0.211563944816589,Negative,"branch,Capitec app,service,",NULL
1800,Google Play Store,Capitec Bank,Martie Coetzee,1,09/12/2021 00:00:00,"Morning, i am having a problem to login to my app and it is frustrating. Plse i really would like some help to be able to use my bank i never had this only the last few days i am having this problem. Plse help",0.0000025331974029541,Negative,"Morning,login,app,Plse help,problem,days i,bank i,",NULL
1801,Google Play Store,Capitec Bank,Botse,3,09/12/2021 00:00:00,"I don't know how many times I tried to activate, it Does 5 minute countdown and then says retry. Now I am going to try on another phone and see what happens. After I tried a different phone, which is a tablet, I managed to load and activate.",0.117032468318939,Negative,"times,minute countdown,tablet,different phone,",NULL
1802,Google Play Store,Capitec Bank,Zafrulla Badrudin,1,09/12/2021 00:00:00,"Trying to log in but no luck, very confusing and complicated. Trying for three days but no luck.",0.000660836696624756,Negative,"days,luck,",NULL
1803,Google Play Store,Capitec Bank,Tshiamo kekane,2,08/12/2021 00:00:00,I'm having login problems everytime it says my pin is wrong and I had to reset 3 times in two weeks please fix this,0.00105130672454834,Negative,"weeks,times,login problems everytime,pin,",NULL
1804,Google Play Store,Capitec Bank,Khanyiswa Vangqa,1,08/12/2021 00:00:00,"The app doesn't work for me ts been blank when I try to open ,I even went to visit in branch they couldn't help they said the problem was my phone.",0.000232428312301636,Negative,"branch,app,phone,problem,ts,",NULL
1805,Google Play Store,Capitec Bank,Jennifer Naidoo,1,07/12/2021 00:00:00,Absolutly useless cant even login in... Been trying for 2days now... Banks and atm's are so few around the city... Rather switch,0.0628217160701752,Negative,"city,Banks,days,login,Absolutly useless,atms,",NULL
1806,Google Play Store,Capitec Bank,Jason Vesagie,5,06/12/2021 00:00:00,"The app is brilliant, unfortunately the 'online' support has truly gone from brilliant to appalling in only about 8 months. Not quite sure how it went to the dogs quite so quick. Email support takes a minimum 9f 2 weeks to reply, and when they do you wish they hadn't. Fb support also hit a brickwall, if I didn't know better I would think I was communicating with a bot, read the dam post, then answer",0.00000512599945068359,Negative,"months,app,brickwall,weeks,dam post,bot,dogs,Fb support,Email support,",NULL
1807,Google Play Store,Capitec Bank,gr thabiso,1,06/12/2021 00:00:00,App always offline. Other banks provides apps and don't need data to operate them. This one need data and majority of capitec clients have no access to banks especially in rural places so makes the app accessible to them without them using data so that they can keep supporting you activation is a nightmares compared to other banking apps. Stressful,0.00019150972366333,Negative,"activation,nightmares,rural places,majority of capitec clients,banking apps,app accessible,banks,need data,",NULL
1808,Google Play Store,Capitec Bank,Werner Barends,1,05/12/2021 00:00:00,Horrible app. Can't do anything without it not responding. Can't even do something as simple as view transactions and it freezes. Will be close my account and banking with FNB,0.0141986608505249,Negative,"FNB,banking,account,view transactions,",NULL
1828,Google Play Store,Capitec Bank,Happy Kasongo,4,27/11/2021 00:00:00,"Used to be a great app, now error message are frequent. It's a mess.",0.756097555160522,Postive,"great app,error message,",NULL
1843,Google Play Store,Capitec Bank,bushra qasmi,1,20/11/2021 00:00:00,"This app no longer working, it takes 5min to activate after that retry message",0.0654506385326386,Negative,"message,app,",NULL
1809,Google Play Store,Capitec Bank,Zakhele Kubeka,1,05/12/2021 00:00:00,"Hi, i have downloaded the app nice and quick but its refusing to scan my face. I have tried several times but i keep failing. Is there no other option instead of picture scanning?",0.13567441701889,Negative,"times,face,picture scanning,option,app nice,refusing,",NULL
1810,Google Play Store,Capitec Bank,Danie Swart,1,04/12/2021 00:00:00,What a useless app. I tried now for the 100th time to svan my face but no luck. This app was suppose to help but to get this app on your new phone you atill have to go to the bank. Useless,0.000000655651092529297,Negative,"bank,luck,time,new phone,face,svan,atill,app,",NULL
1811,Google Play Store,Capitec Bank,Nooshin Fortune,4,04/12/2021 00:00:00,I am happy with the app but why is it that it is not appearing on my home screen? I have to go into playstore type Capitec and then it will give the option to uninstall or open. I can only open in Playstore?????,0.106863349676132,Negative,"option,home screen,app,playstore type Capitec,",NULL
1812,Google Play Store,Capitec Bank,nthabeleng Mofokeng,3,03/12/2021 00:00:00,The app is good but when it comes to approving payments online it's not a nice experience because you have to do multiple approvals for just one payment. I mean they could just just make us approve once.,0.116273313760757,Negative,"payments,multiple approvals,nice experience,",NULL
1813,Google Play Store,Capitec Bank,Zakhele Radebe,3,03/12/2021 00:00:00,"Issues with updating. Issues to log on, sometimes doesn't work and sometimes does whether I have network or not. Sometimes I have to turn off my mobile data and turn it on again in order to log on.",0.00147882103919983,Negative,"order,network,updating,mobile data,Issues,",NULL
1814,Google Play Store,Capitec Bank,Kyle Barry,2,03/12/2021 00:00:00,"The app freezes whenever I try to transfer money. This happens because I have a savings and a fixed savings account. Currently my fixed savings account is fixed, and I suspect that when I go to the 'transfer' page on the app, the app just assumes there will be another account to transfer, and when their isn't, it freezes due to an index error in the code.",0.0200015008449554,Negative,"money,code,index error,page,app freezes,transfer,fixed savings account,",NULL
1815,Google Play Store,Capitec Bank,Brendan Swart,1,03/12/2021 00:00:00,"Made a payment on the app last night, got another .. unable to process your transaction, an error occurred .. when I try to pay again, it says the transaction is being processed .. but it lies .. the transaction was not processed and now I have lost out on a deal .. thanks Capitec .. like life isn't hard enough !!",0.00173041224479675,Negative,"deal,error,life,thanks Capitec,night,app,payment,transaction,",NULL
1816,Google Play Store,Capitec Bank,Mbuyelo Allen,1,02/12/2021 00:00:00,This app is not working properly in my phone....whenever I want to transfer money it doesn't reflet the bar where i have to tab to make my payment and it doesn't scroll up and down and with that it cause difficulty to us with small screen mobile.,0.0000438094139099121,Negative,"phone,app,payment,money,bar,difficulty,small screen mobile,",NULL
1817,Google Play Store,Capitec Bank,mteto Albert William,2,02/12/2021 00:00:00,"This was working veryvfine until last week when it just stopped ,it just dont open at all,I been in the branch but cant help me ,I uninstalled and re installed it but still the same",0.0464007258415222,Negative,"branch,week,dont open,",NULL
1818,Google Play Store,Capitec Bank,aziel thipe,4,02/12/2021 00:00:00,"I have been using the app for a while. It has improved a lot. 'love all the features, the app works flawlessly! ??",0.214094698429108,Negative,"lot,features,app,",NULL
1819,Google Play Store,Capitec Bank,Neo Maimane,1,02/12/2021 00:00:00,"This has to be the worst banking application I have come across. If it was supposed to make my life easier, I am definitely not happy with the service it provides",0.00524473190307617,Negative,"service,life easier,worst banking application,",NULL
1820,Google Play Store,Capitec Bank,freddy smail,5,02/12/2021 00:00:00,"Very convenient app. I love it. The only problem I have is that this app requires data at times, and some times it doesn't require data. Why is this so?",0.16945868730545,Negative,"problem,app,data,times,",NULL
1821,Google Play Store,Capitec Bank,Motladi Matila Diale,5,02/12/2021 00:00:00,"Mind blowing and easy to setup, you don't need to request for an IT tech to set it up for u. User friendly too.",0.926597833633423,Postive,"tech,User friendly,setup,Mind,",NULL
1822,Google Play Store,Capitec Bank,ashyb_mog,1,01/12/2021 00:00:00,"I'm unable to track my money, even scan to pay as the app keeps saying "" we are sorry for the inconvenience """,0.010967344045639,Negative,"inconvenience,app,money,",NULL
1823,Google Play Store,Capitec Bank,Richard Poller,5,27/11/2021 00:00:00,I changed phones and now it won't let me activate my App. I have to go to a Branch. Very inconvenient. I didn't have that problem with an App from another Bank I use.,0.000056147575378418,Negative,"Branch,phones,App,problem,Bank,",NULL
1824,Google Play Store,Capitec Bank,Neo Selepe,1,27/11/2021 00:00:00,This app is terroble i was not able to use it for the past 2 weeks kept saying network error but my network is fine. I'm really not happy with this app I'm even thinking of switching to another bank coz by the time you really want to use the app all you get is errors.,0.000000238418579101562,Negative,"errors,time,bank coz,terroble i,weeks,network error,app,",NULL
1825,Google Play Store,Capitec Bank,Tyron Papier,1,27/11/2021 00:00:00,Bad.... Clearly this 3D face scanning isn't working been trying for months.Why don't Capitec just allow their clients to use their I.D number and account number and PIN to get access to the app this would be easier.Or maybe I should switch banks,0.00048401951789856,Negative,"banks,Capitec,months,clients,app,access,PIN,D face scanning,account number,D number,",NULL
1826,Google Play Store,Capitec Bank,Adri Smith,2,27/11/2021 00:00:00,I am living outside of South Africa and I can't seem to update my app. It keeps telling me to retry. I need to do urgent transfers and have been struggling for a week to do the update.,0.000199407339096069,Negative,"week,urgent transfers,South Africa,update,",NULL
1827,Google Play Store,Capitec Bank,Hiren,5,27/11/2021 00:00:00,"Simple, works well. Please include virtual card temporary limit too, only has permanent limit.",0.784654319286346,Postive,"virtual card temporary limit,permanent limit,",NULL
1829,Google Play Store,Capitec Bank,Dj Chavisto RSA,1,25/11/2021 00:00:00,my in-app mesgs dont show anymore...my notification settings are fine.. so i cant get info in regards to money comming in or out. i used to get in-app mesgs without having to log into capitec app... as long as i have data it would show... this feature used to be active.. now it does not show at all... pls rectify this.. then i can 5 star the app,0.0125042796134949,Negative,"pls,capitec,star,data,feature,money comming,regards,info,notification settings,app mesgs dont,",NULL
1830,Google Play Store,Capitec Bank,John Doe,1,25/11/2021 00:00:00,"For the love of God fix your app It keeps telling me that there's no internet connection, but I have data",0.0167749226093292,Negative,"data,internet connection,app,love of God,",NULL
1831,Google Play Store,Capitec Bank,CD Marais,1,24/11/2021 00:00:00,"I try to log in but keeps saying activating but afther 5 minutes I must retry every time! Your wasting time, we have things to do to and cannot sit whole day trying to figure this out. I don't have Facebook or Twitter",0.000226706266403198,Negative,"day,afther,Twitter,Facebook,things,minutes,wasting time,",NULL
